name,api_url,pkdx_id,weight,height,exp,ntypes,egg_group_1,egg_group_2,type_1,type_2,url_image_api,id,pokemon,hp,attack,defense,special_attack,special_defense,speed,total,average,url_icon_bp,url_detail_bp,url_image_bp,color_t1,color_t2,color_tp
glameow,api/v1/pokemon/431/,431,39,5,62,1,Ground,NA,normal,NA,http://pokeapi.co/media/img/431.png,431,Glameow,49,55,42,42,37,85,310,51.67,http://cdn.bulbagarden.net/upload/f/f1/431MS.png,http://bulbapedia.bulbagarden.net/wiki/Glameow_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/2/26/431Glameow.png/250px-431Glameow.png,#A8A878,#A8A878,#BBBB96
purugly,api/v1/pokemon/432/,432,438,10,158,1,Ground,NA,normal,NA,http://pokeapi.co/media/img/432.png,432,Purugly,71,82,64,64,59,112,452,75.33,http://cdn.bulbagarden.net/upload/3/3f/432MS.png,http://bulbapedia.bulbagarden.net/wiki/Purugly_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/8/80/432Purugly.png/250px-432Purugly.png,#A8A878,#A8A878,#BBBB96
chingling,api/v1/pokemon/433/,433,6,2,57,1,Undiscovered,NA,psychic,NA,http://pokeapi.co/media/img/433.png,433,Chingling,45,30,50,65,50,45,285,47.5,http://cdn.bulbagarden.net/upload/7/72/433MS.png,http://bulbapedia.bulbagarden.net/wiki/Chingling_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/e/ed/433Chingling.png/250px-433Chingling.png,#F85888,#F85888,#F97DA2
stunky,api/v1/pokemon/434/,434,192,4,66,2,Ground,NA,poison,dark,http://pokeapi.co/media/img/434.png,434,Stunky,63,63,47,41,41,74,329,54.83,http://cdn.bulbagarden.net/upload/f/f9/434MS.png,http://bulbapedia.bulbagarden.net/wiki/Stunky_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/7/75/434Stunky.png/250px-434Stunky.png,#A040A0,#705848,#95458C
skuntank,api/v1/pokemon/435/,435,380,10,168,2,Ground,NA,poison,dark,http://pokeapi.co/media/img/435.png,435,Skuntank,103,93,67,71,61,84,479,79.83,http://cdn.bulbagarden.net/upload/8/8a/435MS.png,http://bulbapedia.bulbagarden.net/wiki/Skuntank_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/b/bc/435Skuntank.png/250px-435Skuntank.png,#A040A0,#705848,#95458C
bronzor,api/v1/pokemon/436/,436,605,5,60,2,Mineral,NA,steel,psychic,http://pokeapi.co/media/img/436.png,436,Bronzor,57,24,86,24,86,23,300,50,http://cdn.bulbagarden.net/upload/6/63/436MS.png,http://bulbapedia.bulbagarden.net/wiki/Bronzor_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/c/c1/436Bronzor.png/250px-436Bronzor.png,#B8B8D0,#F85888,#C6A2C0
bronzong,api/v1/pokemon/437/,437,1870,13,175,2,Mineral,NA,steel,psychic,http://pokeapi.co/media/img/437.png,437,Bronzong,67,89,116,79,116,33,500,83.33,http://cdn.bulbagarden.net/upload/0/0c/437MS.png,http://bulbapedia.bulbagarden.net/wiki/Bronzong_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/a/aa/437Bronzong.png/250px-437Bronzong.png,#B8B8D0,#F85888,#C6A2C0
bonsly,api/v1/pokemon/438/,438,150,5,58,1,Undiscovered,NA,rock,NA,http://pokeapi.co/media/img/438.png,438,Bonsly,50,80,95,10,45,10,290,48.33,http://cdn.bulbagarden.net/upload/7/7a/438MS.png,http://bulbapedia.bulbagarden.net/wiki/Bonsly_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/e/e2/438Bonsly.png/250px-438Bonsly.png,#B8A038,#B8A038,#C7B564
mime-jr,api/v1/pokemon/439/,439,130,6,62,2,Undiscovered,NA,fairy,psychic,http://pokeapi.co/media/img/439.png,439,Mime Jr.,20,25,45,70,90,60,310,51.67,http://cdn.bulbagarden.net/upload/4/4d/439MS.png,http://bulbapedia.bulbagarden.net/wiki/Mime_Jr._(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/3/37/439Mime_Jr.png/250px-439Mime_Jr.png,#EE99AC,#F85888,#F08AA4
happiny,api/v1/pokemon/440/,440,244,6,110,1,Undiscovered,NA,normal,NA,http://pokeapi.co/media/img/440.png,440,Happiny,100,5,5,15,65,30,220,36.67,http://cdn.bulbagarden.net/upload/8/8e/440MS.png,http://bulbapedia.bulbagarden.net/wiki/Happiny_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/2/27/440Happiny.png/250px-440Happiny.png,#A8A878,#A8A878,#BBBB96
chatot,api/v1/pokemon/441/,441,19,5,144,2,Flying,NA,normal,flying,http://pokeapi.co/media/img/441.png,441,Chatot,76,65,45,92,42,91,411,68.5,http://cdn.bulbagarden.net/upload/d/db/441MS.png,http://bulbapedia.bulbagarden.net/wiki/Chatot_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/b/bf/441Chatot.png/250px-441Chatot.png,#A8A878,#A890F0,#A8A292
spiritomb,api/v1/pokemon/442/,442,1080,10,170,2,Indeterminate,NA,ghost,dark,http://pokeapi.co/media/img/442.png,442,Spiritomb,50,92,108,92,108,35,485,80.83,http://cdn.bulbagarden.net/upload/e/e0/442MS.png,http://bulbapedia.bulbagarden.net/wiki/Spiritomb_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/8/8e/442Spiritomb.png/250px-442Spiritomb.png,#705898,#705848,#705886
gible,api/v1/pokemon/443/,443,205,7,60,2,Monster,Dragon,ground,dragon,http://pokeapi.co/media/img/443.png,443,Gible,58,70,45,40,45,42,300,50,http://cdn.bulbagarden.net/upload/7/7c/443MS.png,http://bulbapedia.bulbagarden.net/wiki/Gible_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/68/443Gible.png/250px-443Gible.png,#E0C068,#7038F8,#C7A188
gabite,api/v1/pokemon/444/,444,560,14,144,2,Monster,Dragon,ground,dragon,http://pokeapi.co/media/img/444.png,444,Gabite,68,90,65,50,55,82,410,68.33,http://cdn.bulbagarden.net/upload/6/69/444MS.png,http://bulbapedia.bulbagarden.net/wiki/Gabite_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/9/9d/444Gabite.png/250px-444Gabite.png,#E0C068,#7038F8,#C7A188
garchomp,api/v1/pokemon/445/,445,950,19,270,2,Monster,Dragon,ground,dragon,http://pokeapi.co/media/img/445.png,445,Garchomp,108,130,95,80,85,102,600,100,http://cdn.bulbagarden.net/upload/6/63/445MS.png,http://bulbapedia.bulbagarden.net/wiki/Garchomp_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/f/fa/445Garchomp.png/250px-445Garchomp.png,#E0C068,#7038F8,#C7A188
munchlax,api/v1/pokemon/446/,446,1050,6,78,1,Undiscovered,NA,normal,NA,http://pokeapi.co/media/img/446.png,446,Munchlax,135,85,40,40,85,5,390,65,http://cdn.bulbagarden.net/upload/0/06/446MS.png,http://bulbapedia.bulbagarden.net/wiki/Munchlax_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/b/b2/446Munchlax.png/250px-446Munchlax.png,#A8A878,#A8A878,#BBBB96
riolu,api/v1/pokemon/447/,447,202,7,57,1,Undiscovered,NA,fighting,NA,http://pokeapi.co/media/img/447.png,447,Riolu,40,70,40,35,40,60,285,47.5,http://cdn.bulbagarden.net/upload/0/0a/447MS.png,http://bulbapedia.bulbagarden.net/wiki/Riolu_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/a/a2/447Riolu.png/250px-447Riolu.png,#C03028,#C03028,#CE5E57
lucario,api/v1/pokemon/448/,448,540,12,184,2,Ground,Human-like,fighting,steel,http://pokeapi.co/media/img/448.png,448,Lucario,70,110,70,115,70,90,525,87.5,http://cdn.bulbagarden.net/upload/b/be/448MS.png,http://bulbapedia.bulbagarden.net/wiki/Lucario_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/d/d7/448Lucario.png/250px-448Lucario.png,#C03028,#B8B8D0,#BE4E4D
hippopotas,api/v1/pokemon/449/,449,495,8,66,1,Ground,NA,ground,NA,http://pokeapi.co/media/img/449.png,449,Hippopotas,68,72,78,38,42,32,330,55,http://cdn.bulbagarden.net/upload/5/58/449MS.png,http://bulbapedia.bulbagarden.net/wiki/Hippopotas_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/a/ab/449Hippopotas.png/250px-449Hippopotas.png,#E0C068,#E0C068,#E6CE89
hippowdon,api/v1/pokemon/450/,450,3000,20,184,1,Ground,NA,ground,NA,http://pokeapi.co/media/img/450.png,450,Hippowdon,108,112,118,68,72,47,525,87.5,http://cdn.bulbagarden.net/upload/5/57/450MS.png,http://bulbapedia.bulbagarden.net/wiki/Hippowdon_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/5/5f/450Hippowdon.png/250px-450Hippowdon.png,#E0C068,#E0C068,#E6CE89
skorupi,api/v1/pokemon/451/,451,120,8,66,2,Bug,Water3,poison,bug,http://pokeapi.co/media/img/451.png,451,Skorupi,40,50,90,30,55,65,330,55,http://cdn.bulbagarden.net/upload/0/02/451MS.png,http://bulbapedia.bulbagarden.net/wiki/Skorupi_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/4/47/451Skorupi.png/250px-451Skorupi.png,#A040A0,#A8B820,#A15A83
drapion,api/v1/pokemon/452/,452,615,13,175,2,Bug,Water3,poison,dark,http://pokeapi.co/media/img/452.png,452,Drapion,70,90,110,60,75,95,500,83.33,http://cdn.bulbagarden.net/upload/9/96/452MS.png,http://bulbapedia.bulbagarden.net/wiki/Drapion_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/1/13/452Drapion.png/250px-452Drapion.png,#A040A0,#705848,#95458C
croagunk,api/v1/pokemon/453/,453,230,7,60,2,Human-like,NA,fighting,poison,http://pokeapi.co/media/img/453.png,453,Croagunk,48,61,40,61,40,50,300,50,http://cdn.bulbagarden.net/upload/2/2c/453MS.png,http://bulbapedia.bulbagarden.net/wiki/Croagunk_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/f/fa/453Croagunk.png/250px-453Croagunk.png,#C03028,#A040A0,#B83342
toxicroak,api/v1/pokemon/454/,454,444,13,172,2,Human-like,NA,fighting,poison,http://pokeapi.co/media/img/454.png,454,Toxicroak,83,106,65,86,65,85,490,81.67,http://cdn.bulbagarden.net/upload/f/f9/454MS.png,http://bulbapedia.bulbagarden.net/wiki/Toxicroak_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/8/8b/454Toxicroak.png/250px-454Toxicroak.png,#C03028,#A040A0,#B83342
carnivine,api/v1/pokemon/455/,455,270,14,159,1,Plant,NA,grass,NA,http://pokeapi.co/media/img/455.png,455,Carnivine,74,100,72,90,72,46,454,75.67,http://cdn.bulbagarden.net/upload/d/d1/455MS.png,http://bulbapedia.bulbagarden.net/wiki/Carnivine_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/d/df/455Carnivine.png/250px-455Carnivine.png,#78C850,#78C850,#96D476
finneon,api/v1/pokemon/456/,456,70,4,66,1,Water2,NA,water,NA,http://pokeapi.co/media/img/456.png,456,Finneon,49,49,56,49,61,66,330,55,http://cdn.bulbagarden.net/upload/7/73/456MS.png,http://bulbapedia.bulbagarden.net/wiki/Finneon_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/4/45/456Finneon.png/250px-456Finneon.png,#6890F0,#6890F0,#89A8F3
lumineon,api/v1/pokemon/457/,457,240,12,161,1,Water2,NA,water,NA,http://pokeapi.co/media/img/457.png,457,Lumineon,69,69,76,69,86,91,460,76.67,http://cdn.bulbagarden.net/upload/2/2b/457MS.png,http://bulbapedia.bulbagarden.net/wiki/Lumineon_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/f/f0/457Lumineon.png/250px-457Lumineon.png,#6890F0,#6890F0,#89A8F3
mantyke,api/v1/pokemon/458/,458,650,10,69,2,Undiscovered,NA,flying,water,http://pokeapi.co/media/img/458.png,458,Mantyke,45,20,50,60,120,50,345,57.5,http://cdn.bulbagarden.net/upload/8/80/458MS.png,http://bulbapedia.bulbagarden.net/wiki/Mantyke_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/b/bc/458Mantyke.png/250px-458Mantyke.png,#A890F0,#6890F0,#9990F0
snover,api/v1/pokemon/459/,459,505,10,67,2,Monster,Plant,grass,ice,http://pokeapi.co/media/img/459.png,459,Snover,60,62,50,62,60,40,334,55.67,http://cdn.bulbagarden.net/upload/0/06/459MS.png,http://bulbapedia.bulbagarden.net/wiki/Snover_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/d/d2/459Snover.png/250px-459Snover.png,#78C850,#98D8D8,#7FCB6E
abomasnow,api/v1/pokemon/460/,460,1355,22,173,2,Monster,Plant,grass,ice,http://pokeapi.co/media/img/460.png,460,Abomasnow,90,92,75,92,85,60,494,82.33,http://cdn.bulbagarden.net/upload/f/fc/460MS.png,http://bulbapedia.bulbagarden.net/wiki/Abomasnow_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/3/3b/460Abomasnow.png/250px-460Abomasnow.png,#78C850,#98D8D8,#7FCB6E
weavile,api/v1/pokemon/461/,461,340,11,179,2,Ground,NA,ice,dark,http://pokeapi.co/media/img/461.png,461,Weavile,70,120,65,45,85,125,510,85,http://cdn.bulbagarden.net/upload/9/96/461MS.png,http://bulbapedia.bulbagarden.net/wiki/Weavile_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/d/d2/461Weavile.png/250px-461Weavile.png,#98D8D8,#705848,#8FBBB8
magnezone,api/v1/pokemon/462/,462,1800,12,241,2,Mineral,NA,steel,electric,http://pokeapi.co/media/img/462.png,462,Magnezone,70,70,115,130,90,60,535,89.17,http://cdn.bulbagarden.net/upload/2/26/462MS.png,http://bulbapedia.bulbagarden.net/wiki/Magnezone_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/5/53/462Magnezone.png/250px-462Magnezone.png,#B8B8D0,#F8D030,#C6BDAC
lickilicky,api/v1/pokemon/463/,463,1400,17,180,1,Monster,NA,normal,NA,http://pokeapi.co/media/img/463.png,463,Lickilicky,110,85,95,80,95,50,515,85.83,http://cdn.bulbagarden.net/upload/9/9b/463MS.png,http://bulbapedia.bulbagarden.net/wiki/Lickilicky_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/8/8e/463Lickilicky.png/250px-463Lickilicky.png,#A8A878,#A8A878,#BBBB96
rhyperior,api/v1/pokemon/464/,464,2828,24,241,2,Monster,Ground,ground,rock,http://pokeapi.co/media/img/464.png,464,Rhyperior,115,140,130,55,55,40,535,89.17,http://cdn.bulbagarden.net/upload/e/e9/464MS.png,http://bulbapedia.bulbagarden.net/wiki/Rhyperior_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/d/d9/464Rhyperior.png/250px-464Rhyperior.png,#E0C068,#B8A038,#D7B85D
tangrowth,api/v1/pokemon/465/,465,1286,20,187,1,Plant,NA,grass,NA,http://pokeapi.co/media/img/465.png,465,Tangrowth,100,100,125,110,50,50,535,89.17,http://cdn.bulbagarden.net/upload/a/aa/465MS.png,http://bulbapedia.bulbagarden.net/wiki/Tangrowth_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/3/32/465Tangrowth.png/250px-465Tangrowth.png,#78C850,#78C850,#96D476
electivire,api/v1/pokemon/466/,466,1386,18,243,1,Human-like,NA,electric,NA,http://pokeapi.co/media/img/466.png,466,Electivire,75,123,67,95,85,95,540,90,http://cdn.bulbagarden.net/upload/5/53/466MS.png,http://bulbapedia.bulbagarden.net/wiki/Electivire_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/2/23/466Electivire.png/250px-466Electivire.png,#F8D030,#F8D030,#F9DA5E
magmortar,api/v1/pokemon/467/,467,680,16,243,1,Human-like,NA,fire,NA,http://pokeapi.co/media/img/467.png,467,Magmortar,75,95,67,125,95,83,540,90,http://cdn.bulbagarden.net/upload/4/4e/467MS.png,http://bulbapedia.bulbagarden.net/wiki/Magmortar_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/60/467Magmortar.png/250px-467Magmortar.png,#F08030,#F08030,#F39C5E
togekiss,api/v1/pokemon/468/,468,380,15,245,2,Flying,Fairy,flying,fairy,http://pokeapi.co/media/img/468.png,468,Togekiss,85,50,95,120,115,80,545,90.83,http://cdn.bulbagarden.net/upload/6/63/468MS.png,http://bulbapedia.bulbagarden.net/wiki/Togekiss_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/8/87/468Togekiss.png/250px-468Togekiss.png,#A890F0,#EE99AC,#B792E0
yanmega,api/v1/pokemon/469/,469,515,19,180,2,Bug,NA,flying,bug,http://pokeapi.co/media/img/469.png,469,Yanmega,86,76,86,116,56,95,515,85.83,http://cdn.bulbagarden.net/upload/a/aa/469MS.png,http://bulbapedia.bulbagarden.net/wiki/Yanmega_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/e/e6/469Yanmega.png/250px-469Yanmega.png,#A890F0,#A8B820,#A898C1
leafeon,api/v1/pokemon/470/,470,255,10,184,1,Ground,NA,grass,NA,http://pokeapi.co/media/img/470.png,470,Leafeon,65,110,130,60,65,95,525,87.5,http://cdn.bulbagarden.net/upload/1/12/470MS.png,http://bulbapedia.bulbagarden.net/wiki/Leafeon_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/f/f5/470Leafeon.png/250px-470Leafeon.png,#78C850,#78C850,#96D476
glaceon,api/v1/pokemon/471/,471,259,8,184,1,Ground,NA,ice,NA,http://pokeapi.co/media/img/471.png,471,Glaceon,65,60,110,130,95,65,525,87.5,http://cdn.bulbagarden.net/upload/b/bb/471MS.png,http://bulbapedia.bulbagarden.net/wiki/Glaceon_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/2/23/471Glaceon.png/250px-471Glaceon.png,#98D8D8,#98D8D8,#AEE0E0
gliscor,api/v1/pokemon/472/,472,425,20,179,2,Bug,NA,flying,ground,http://pokeapi.co/media/img/472.png,472,Gliscor,75,95,125,45,75,95,510,85,http://cdn.bulbagarden.net/upload/a/ad/472MS.png,http://bulbapedia.bulbagarden.net/wiki/Gliscor_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/a/ac/472Gliscor.png/250px-472Gliscor.png,#A890F0,#E0C068,#B49AD1
mamoswine,api/v1/pokemon/473/,473,2910,25,239,2,Ground,NA,ground,ice,http://pokeapi.co/media/img/473.png,473,Mamoswine,110,130,80,70,60,80,530,88.33,http://cdn.bulbagarden.net/upload/1/12/473MS.png,http://bulbapedia.bulbagarden.net/wiki/Mamoswine_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/d/d0/473Mamoswine.png/250px-473Mamoswine.png,#E0C068,#98D8D8,#D0C580
porygon-z,api/v1/pokemon/474/,474,340,9,241,1,Mineral,NA,normal,NA,http://pokeapi.co/media/img/474.png,474,Porygon-Z,85,80,70,135,75,90,535,89.17,http://cdn.bulbagarden.net/upload/6/65/474MS.png,http://bulbapedia.bulbagarden.net/wiki/Porygon-Z_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/2/24/474Porygon-Z.png/250px-474Porygon-Z.png,#A8A878,#A8A878,#BBBB96
gallade,api/v1/pokemon/475/,475,520,16,233,2,Indeterminate,NA,fighting,psychic,http://pokeapi.co/media/img/475.png,475,Gallade,68,125,65,65,115,80,518,86.33,http://cdn.bulbagarden.net/upload/8/85/475MS.png,http://bulbapedia.bulbagarden.net/wiki/Gallade_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/5/58/475Gallade.png/250px-475Gallade.png,#C03028,#F85888,#CC383D
probopass,api/v1/pokemon/476/,476,3400,14,184,2,Mineral,NA,rock,steel,http://pokeapi.co/media/img/476.png,476,Probopass,60,55,145,75,150,40,525,87.5,http://cdn.bulbagarden.net/upload/a/aa/476MS.png,http://bulbapedia.bulbagarden.net/wiki/Probopass_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/a/a6/476Probopass.png/250px-476Probopass.png,#B8A038,#B8B8D0,#B8A559
dusknoir,api/v1/pokemon/477/,477,1066,22,236,1,Indeterminate,NA,ghost,NA,http://pokeapi.co/media/img/477.png,477,Dusknoir,45,100,135,65,135,45,525,87.5,http://cdn.bulbagarden.net/upload/7/71/477MS.png,http://bulbapedia.bulbagarden.net/wiki/Dusknoir_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/4/4f/477Dusknoir.png/250px-477Dusknoir.png,#705898,#705898,#8F7DAE
froslass,api/v1/pokemon/478/,478,266,13,168,2,Fairy,Mineral,ghost,ice,http://pokeapi.co/media/img/478.png,478,Froslass,70,80,70,80,70,110,480,80,http://cdn.bulbagarden.net/upload/8/8f/478MS.png,http://bulbapedia.bulbagarden.net/wiki/Froslass_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/a/a2/478Froslass.png/250px-478Froslass.png,#705898,#98D8D8,#7874A6
rotom,api/v1/pokemon/479/,479,3,3,154,2,Indeterminate,NA,ghost,electric,http://pokeapi.co/media/img/479.png,479,Rotom (Normal Rotom),50,50,77,95,77,91,440,73.33,http://cdn.bulbagarden.net/upload/1/14/479MS.png,http://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/c/c5/479Rotom.png/250px-479Rotom.png,#705898,#F8D030,#8E7280
uxie,api/v1/pokemon/480/,480,3,3,261,1,Undiscovered,NA,psychic,NA,http://pokeapi.co/media/img/480.png,480,Uxie,75,75,130,75,130,95,580,96.67,http://cdn.bulbagarden.net/upload/0/0e/480MS.png,http://bulbapedia.bulbagarden.net/wiki/Uxie_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/e/ef/480Uxie.png/250px-480Uxie.png,#F85888,#F85888,#F97DA2
mesprit,api/v1/pokemon/481/,481,3,3,261,1,Undiscovered,NA,psychic,NA,http://pokeapi.co/media/img/481.png,481,Mesprit,80,105,105,105,105,80,580,96.67,http://cdn.bulbagarden.net/upload/c/c7/481MS.png,http://bulbapedia.bulbagarden.net/wiki/Mesprit_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/4/40/481Mesprit.png/250px-481Mesprit.png,#F85888,#F85888,#F97DA2
azelf,api/v1/pokemon/482/,482,3,3,261,1,Undiscovered,NA,psychic,NA,http://pokeapi.co/media/img/482.png,482,Azelf,75,125,70,125,70,115,580,96.67,http://cdn.bulbagarden.net/upload/0/01/482MS.png,http://bulbapedia.bulbagarden.net/wiki/Azelf_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/d/d0/482Azelf.png/250px-482Azelf.png,#F85888,#F85888,#F97DA2
dialga,api/v1/pokemon/483/,483,6830,54,306,2,Undiscovered,NA,steel,dragon,http://pokeapi.co/media/img/483.png,483,Dialga,100,120,120,150,100,90,680,113.33,http://cdn.bulbagarden.net/upload/c/ca/483MS.png,http://bulbapedia.bulbagarden.net/wiki/Dialga_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/8/8a/483Dialga.png/250px-483Dialga.png,#B8B8D0,#7038F8,#A89BD8
palkia,api/v1/pokemon/484/,484,3360,42,306,2,Undiscovered,NA,water,dragon,http://pokeapi.co/media/img/484.png,484,Palkia,90,120,100,150,120,100,680,113.33,http://cdn.bulbagarden.net/upload/2/24/484MS.png,http://bulbapedia.bulbagarden.net/wiki/Palkia_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/66/484Palkia.png/250px-484Palkia.png,#6890F0,#7038F8,#697CF1
heatran,api/v1/pokemon/485/,485,4300,17,270,2,Undiscovered,NA,steel,fire,http://pokeapi.co/media/img/485.png,485,Heatran,91,90,106,130,106,77,600,100,http://cdn.bulbagarden.net/upload/c/cf/485MS.png,http://bulbapedia.bulbagarden.net/wiki/Heatran_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/b/b7/485Heatran.png/250px-485Heatran.png,#B8B8D0,#F08030,#C4ABAC
regigigas,api/v1/pokemon/486/,486,4200,37,302,1,Undiscovered,NA,normal,NA,http://pokeapi.co/media/img/486.png,486,Regigigas,110,160,110,80,110,100,670,111.67,http://cdn.bulbagarden.net/upload/8/8e/486MS.png,http://bulbapedia.bulbagarden.net/wiki/Regigigas_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/a/a1/486Regigigas.png/250px-486Regigigas.png,#A8A878,#A8A878,#BBBB96
giratina-altered,api/v1/pokemon/487/,487,7500,45,306,2,Undiscovered,NA,ghost,dragon,http://pokeapi.co/media/img/487.png,487,Giratina (Altered Forme),150,100,120,100,120,90,680,113.33,http://cdn.bulbagarden.net/upload/e/e8/487MS.png,http://bulbapedia.bulbagarden.net/wiki/Giratina_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/c/c5/487Giratina-Altered.png/250px-487Giratina-Altered.png,#705898,#7038F8,#7050AD
cresselia,api/v1/pokemon/488/,488,856,15,270,1,Undiscovered,NA,psychic,NA,http://pokeapi.co/media/img/488.png,488,Cresselia,120,70,120,75,130,85,600,100,http://cdn.bulbagarden.net/upload/5/51/488MS.png,http://bulbapedia.bulbagarden.net/wiki/Cresselia_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/4/4a/488Cresselia.png/250px-488Cresselia.png,#F85888,#F85888,#F97DA2
phione,api/v1/pokemon/489/,489,31,4,216,1,Water1,Fairy,water,NA,http://pokeapi.co/media/img/489.png,489,Phione,80,80,80,80,80,80,480,80,http://cdn.bulbagarden.net/upload/c/ce/489MS.png,http://bulbapedia.bulbagarden.net/wiki/Phione_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/7/72/489Phione.png/250px-489Phione.png,#6890F0,#6890F0,#89A8F3
manaphy,api/v1/pokemon/490/,490,14,3,270,1,Water1,Fairy,water,NA,http://pokeapi.co/media/img/490.png,490,Manaphy,100,100,100,100,100,100,600,100,http://cdn.bulbagarden.net/upload/0/01/490MS.png,http://bulbapedia.bulbagarden.net/wiki/Manaphy_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/2/2e/490Manaphy.png/250px-490Manaphy.png,#6890F0,#6890F0,#89A8F3
darkrai,api/v1/pokemon/491/,491,505,15,270,1,Undiscovered,NA,dark,NA,http://pokeapi.co/media/img/491.png,491,Darkrai,70,90,90,135,90,125,600,100,http://cdn.bulbagarden.net/upload/a/a7/491MS.png,http://bulbapedia.bulbagarden.net/wiki/Darkrai_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/6d/491Darkrai.png/250px-491Darkrai.png,#705848,#705848,#8F7D70
shaymin-land,api/v1/pokemon/492/,492,21,2,270,1,Undiscovered,NA,grass,NA,http://pokeapi.co/media/img/492.png,492,Shaymin (Land Forme),100,100,100,100,100,100,600,100,http://cdn.bulbagarden.net/upload/a/a6/492MS.png,http://bulbapedia.bulbagarden.net/wiki/Shaymin_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/0/05/492Shaymin-Land.png/250px-492Shaymin-Land.png,#78C850,#78C850,#96D476
